country	year	january	february	march	april	may	june	july	august	september	october	november	december
Pays-Bas	2011	3.6	-2.6	8.1	12.6	18.9	23.6	25.4	18.6	16.5	10.7	2.6	-2.6
Pays-Bas	2012	-1.8	3.8	10.2	5.5	12.1	15.0	25.9	18.7	16.3	5.4	1.7	-2.2
Pays-Bas	2013	-3.5	-2.3	6.6	12.5	16.7	23.4	28.7	29.0	10.6	7.8	2.7	-1.5
Pays-Bas	2014	-2.4	4.4	4.4	6.2	17.1	19.5	24.8	28.9	15.7	9.3	9.5	2.4
Pays-Bas	2015	-2.5	3.1	11.4	11.6	16.9	20.3	19.5	27.9	18.2	10.3	6.5	-0.5
Pays-Bas	2016	3.2	0.4	5.6	14.9	15.8	20.8	18.9	25.8	14.8	10.6	3.6	-1.5
Pays-Bas	2017	-3.9	1.0	11.9	10.0	15.0	18.8	19.7	24.2	18.4	6.5	9.5	1.5
Pays-Bas	2018	4.1	-2.0	4.2	11.6	11.3	16.9	18.2	23.4	13.9	10.5	9.4	-2.7
Pays-Bas	2019	2.3	1.4	7.5	8.1	17.1	19.2	23.7	26.3	12.4	9.8	6.3	0.0
Pays-Bas	2020	0.7	1.9	4.3	14.1	16.7	21.3	19.5	25.7	11.2	9.6	9.5	-1.6
Luxembourg	1950	0.0	6.7	6.4	6.1	17.0	20.8	26.3	20.6	19.6	12.2	3.9	1.5
Luxembourg	1951	-3.5	5.1	8.3	8.7	19.3	19.0	25.5	24.2	11.0	11.1	8.5	-2.1
Luxembourg	1952	-0.4	6.0	4.7	7.0	11.6	17.2	21.1	22.0	18.2	11.6	4.5	-2.4
Luxembourg	1953	3.7	1.4	5.6	10.6	10.2	18.7	23.3	18.3	13.0	11.5	3.4	1.3
Luxembourg	1954	-1.9	2.1	7.8	6.6	14.7	19.3	21.7	23.0	18.3	5.4	7.5	4.5
Luxembourg	1955	-2.3	-1.0	9.3	5.5	17.5	16.0	23.0	23.8	15.0	14.7	4.7	3.7
Luxembourg	1956	4.2	-0.4	11.8	9.0	15.3	19.6	29.4	20.7	14.3	13.8	5.1	-2.2
Luxembourg	1957	-2.4	-0.8	9.1	14.4	11.8	24.8	24.2	29.5	10.7	5.3	0.2	3.2
Luxembourg	1958	1.2	1.7	11.7	8.0	19.5	20.2	23.4	18.2	15.1	7.8	1.6	-1.9
Luxembourg	1959	2.2	3.5	6.6	11.3	19.1	15.5	23.7	26.1	10.8	6.7	6.4	4.5
Luxembourg	1960	4.7	6.9	9.0	11.0	13.3	17.2	23.8	22.6	12.0	14.5	4.5	1.8
Luxembourg	1961	-2.8	6.4	11.1	8.8	19.2	25.0	22.6	19.6	14.0	8.4	2.7	0.8
Luxembourg	1962	1.4	-0.5	11.5	10.7	13.3	16.3	28.4	20.1	11.0	11.2	1.1	1.3
Luxembourg	1963	2.1	-0.9	9.1	14.8	12.7	15.2	18.2	21.9	15.5	5.5	5.5	1.7
Luxembourg	1964	-4.4	-0.6	9.1	11.3	11.3	16.7	23.0	26.8	12.2	8.8	4.8	0.3
Luxembourg	1965	1.3	3.5	5.3	14.9	17.7	15.6	18.1	23.7	11.1	9.4	5.9	0.8
Luxembourg	1966	1.1	-0.2	11.8	5.4	17.5	23.1	25.2	22.7	18.7	11.9	5.6	1.9
Luxembourg	1967	1.8	-0.9	11.0	8.4	15.1	21.2	19.3	22.0	14.2	12.0	7.2	1.0
Luxembourg	1968	4.1	-0.3	11.2	6.7	11.1	17.1	29.3	27.1	19.7	14.8	1.5	0.8
Luxembourg	1969	-4.7	4.0	11.7	9.0	16.9	22.2	24.7	23.8	10.5	5.6	7.3	-4.7
Luxembourg	1970	-0.9	-2.7	9.0	7.1	11.7	16.9	29.6	25.3	13.9	14.4	9.6	-0.3
Luxembourg	1971	-2.6	4.5	7.8	8.7	15.3	23.2	28.2	19.5	19.9	8.8	9.9	3.0
Luxembourg	1972	-1.3	6.5	5.2	13.6	15.0	24.4	18.1	24.0	17.1	10.8	10.0	2.0
Luxembourg	1973	2.3	-0.1	3.1	10.6	13.0	17.2	28.1	26.3	10.5	9.6	0.2	4.4
Luxembourg	1974	-1.3	3.7	10.2	10.1	13.3	18.3	21.5	19.7	19.2	7.2	10.0	1.7
Luxembourg	1975	3.8	3.2	2.1	14.5	15.9	17.6	23.1	21.5	13.9	5.7	0.1	-3.8
Luxembourg	1976	-2.0	5.6	8.2	12.5	12.9	24.6	22.6	21.9	11.6	10.2	4.6	0.8
Luxembourg	1977	-4.9	3.2	6.4	9.1	12.8	17.5	22.0	25.9	17.7	7.6	8.4	-2.7
Luxembourg	1978	-1.7	-0.8	10.0	5.6	14.8	23.8	18.2	27.2	10.9	9.9	1.9	1.3
Luxembourg	1979	0.7	4.0	11.6	9.6	12.9	16.6	29.0	27.9	14.7	11.9	8.3	-0.3
Luxembourg	1980	4.1	4.5	10.1	11.2	13.8	15.5	20.7	25.7	16.8	14.5	9.6	3.5
Luxembourg	1981	4.1	0.1	5.4	13.6	16.9	18.4	20.4	27.7	16.5	9.1	1.3	4.9
Luxembourg	1982	-1.8	6.2	6.4	6.9	12.3	17.3	25.1	28.7	18.9	13.3	8.0	-2.7
Luxembourg	1983	4.6	3.2	3.5	10.5	16.9	18.4	27.6	25.4	12.5	13.8	1.8	1.0
Luxembourg	1984	2.6	1.7	4.4	6.5	12.4	17.0	23.5	27.3	12.1	5.2	4.0	-0.1
Luxembourg	1985	-4.6	1.3	6.0	14.4	11.7	17.6	18.2	24.1	19.1	5.3	9.1	4.5
Luxembourg	1986	-0.6	4.9	2.6	14.0	16.4	18.2	28.7	26.8	17.7	8.2	0.9	-2.7
Luxembourg	1987	3.0	5.0	11.8	14.1	19.7	17.0	29.7	27.3	14.6	8.6	2.3	-1.7
Luxembourg	1988	2.1	2.6	6.6	10.5	20.0	20.9	29.7	20.7	17.6	13.5	9.0	3.3
Luxembourg	1989	4.5	2.3	10.3	7.0	14.2	18.6	22.7	20.8	10.4	8.3	8.6	-2.6
Luxembourg	1990	-0.7	4.3	7.6	5.6	19.3	17.1	20.4	21.9	13.5	5.4	3.9	4.2
Luxembourg	1991	3.5	6.6	7.0	12.0	12.1	21.6	21.8	20.3	13.6	7.8	5.0	-5.0
Luxembourg	1992	4.5	2.8	11.1	6.1	11.9	17.6	22.5	28.2	17.1	14.2	3.4	-0.5
Luxembourg	1993	-4.1	3.1	11.7	8.5	15.7	18.6	21.3	19.9	15.0	8.7	1.5	1.2
Luxembourg	1994	-4.4	1.1	4.6	10.2	11.3	19.8	23.4	18.8	17.2	10.4	2.9	-4.0
Luxembourg	1995	4.1	-0.4	6.9	9.0	11.2	23.9	20.3	26.6	15.0	11.0	4.3	1.8
Luxembourg	1996	5.0	-0.3	9.9	5.8	18.0	18.8	23.1	20.1	12.5	14.9	1.3	-4.6
Luxembourg	1997	4.4	1.1	3.1	7.5	13.7	18.0	19.4	21.1	19.4	9.5	6.2	0.9
Luxembourg	1998	4.4	2.3	2.8	11.6	17.3	18.4	19.2	25.8	16.4	14.6	8.7	4.0
Luxembourg	1999	2.1	-1.5	10.2	13.4	13.8	16.4	23.9	22.4	12.4	12.8	0.4	3.2
Luxembourg	2000	-1.0	4.6	4.7	7.4	11.6	19.7	25.3	22.1	19.4	12.1	1.9	-3.8
Luxembourg	2001	2.0	-0.3	5.7	6.4	15.6	21.1	18.9	30.0	13.4	13.1	1.9	4.4
Luxembourg	2002	0.6	-1.6	10.4	11.8	14.9	22.0	28.0	23.1	17.4	7.5	4.3	4.7
Luxembourg	2003	-4.2	4.2	4.7	13.1	13.7	16.3	27.7	26.4	18.1	11.0	6.3	-3.0
Luxembourg	2004	-0.7	4.2	4.7	7.5	17.8	16.4	27.4	26.9	17.2	12.7	3.8	-0.4
Luxembourg	2005	4.7	4.3	6.6	13.8	14.5	19.6	19.5	24.8	12.1	7.0	6.1	-3.0
Luxembourg	2006	-4.8	-1.9	3.0	9.2	11.3	24.2	28.0	20.8	18.7	9.6	2.5	-4.6
Luxembourg	2007	-3.9	-2.3	10.3	10.3	19.2	15.1	29.2	19.2	18.0	11.4	8.4	4.0
Luxembourg	2008	4.7	-0.7	5.3	8.3	10.7	20.4	24.9	18.6	15.6	5.8	6.7	-1.3
Luxembourg	2009	-2.8	6.7	7.7	13.0	10.9	23.4	25.2	25.5	19.9	7.9	6.3	-0.4
Luxembourg	2010	-2.9	-1.4	9.5	9.4	10.5	19.4	19.2	18.1	17.8	13.0	3.3	-2.1
Luxembourg	2011	2.3	1.4	11.0	12.5	17.3	19.8	22.4	27.6	12.7	7.0	0.8	-1.5
Luxembourg	2012	0.4	5.4	7.3	8.8	12.0	21.2	18.4	19.6	17.0	8.9	7.4	-3.6
Luxembourg	2013	-4.6	-2.6	10.8	7.7	17.4	20.2	23.0	28.2	13.7	11.6	2.7	2.5
Luxembourg	2014	1.7	4.2	6.0	8.8	16.1	17.6	20.5	22.8	17.5	11.6	7.2	4.2
Luxembourg	2015	-0.1	3.0	3.0	5.6	13.4	22.5	24.7	22.4	13.5	6.9	8.2	3.0
Luxembourg	2016	1.7	5.4	3.6	13.4	14.2	24.9	22.2	19.6	19.7	9.6	3.6	1.9
Luxembourg	2017	3.0	0.6	6.3	5.2	16.2	19.7	20.3	18.5	13.5	7.3	0.2	3.2
Luxembourg	2018	-3.9	4.8	7.4	6.4	10.7	16.9	24.6	24.1	12.7	7.6	8.5	-4.2
Luxembourg	2019	-2.5	1.7	4.7	7.5	18.6	23.6	26.4	18.5	18.9	9.8	8.2	-1.0
Luxembourg	2020	-1.6	-0.9	2.9	8.4	19.8	23.1	24.0	22.3	12.7	13.9	9.9	-0.4
Suisse	1950	-1.4	6.2	9.9	8.6	18.4	23.7	22.7	23.0	10.6	9.7	2.7	2.9
Suisse	1951	2.7	5.9	6.6	7.1	19.5	21.4	28.7	25.6	13.6	6.6	5.8	0.7
Suisse	1952	0.3	0.1	11.3	11.9	12.6	22.3	18.4	24.7	14.6	6.4	5.7	-1.1
Suisse	1953	1.1	5.7	5.0	10.4	10.7	23.8	25.5	26.6	10.1	8.0	8.1	4.2
Suisse	1954	-4.4	1.1	9.6	12.0	13.0	16.3	18.4	25.5	16.4	11.2	0.8	1.2
Suisse	1955	2.9	5.3	6.0	11.4	14.8	24.4	19.4	19.3	13.2	8.3	3.3	2.7
Suisse	1956	-2.5	-1.5	11.5	11.0	18.2	21.6	22.5	25.8	16.1	5.4	1.3	1.8
Suisse	1957	3.3	1.5	6.7	12.3	17.6	22.7	29.3	23.7	16.9	10.8	8.3	-2.0
Suisse	1958	4.8	4.3	8.1	7.0	13.9	24.1	23.9	25.6	17.7	12.1	0.0	-3.2
Suisse	1959	2.0	-2.8	10.1	7.3	10.9	16.1	26.4	27.6	12.5	8.6	4.4	-4.5
Suisse	1960	-0.9	-2.5	10.2	14.5	15.1	17.5	24.4	23.2	17.7	12.3	9.0	-0.2
Suisse	1961	0.5	-1.7	7.8	7.0	15.6	18.5	25.8	29.1	11.0	13.6	8.6	-0.0
Suisse	1962	2.0	-2.8	10.4	9.5	12.8	15.4	27.3	21.7	16.2	13.6	8.1	-2.9
Suisse	1963	2.4	4.2	11.0	5.5	15.6	21.3	20.5	21.0	11.7	12.0	8.3	-3.8
Suisse	1964	-5.0	5.7	11.4	8.8	15.8	23.3	25.8	22.5	10.1	10.3	4.7	-0.5
Suisse	1965	4.7	-1.1	4.6	7.2	13.7	19.9	22.0	28.3	13.3	13.1	9.2	4.5
Suisse	1966	-2.8	2.3	7.3	11.8	18.3	18.6	22.6	24.8	15.6	9.0	3.3	-2.9
Suisse	1967	1.8	6.8	9.1	8.4	18.0	20.7	18.8	26.9	15.5	11.7	3.6	1.4
Suisse	1968	3.2	-0.7	7.6	7.5	16.9	23.7	21.2	18.2	18.9	11.0	3.6	1.8
Suisse	1969	4.9	2.1	6.8	8.3	16.5	19.5	21.7	18.9	16.4	7.6	2.0	4.5
Suisse	1970	-3.8	1.6	11.3	8.9	19.5	23.5	24.3	27.3	14.9	6.2	9.9	0.8
Suisse	1971	-4.0	5.6	5.0	5.5	15.3	20.7	21.0	19.6	15.5	10.6	5.4	-0.3
Suisse	1972	-3.4	-0.8	9.2	13.9	11.2	24.2	27.2	25.4	10.5	11.0	7.4	-2.2
Suisse	1973	-1.3	3.5	7.8	12.9	19.9	22.7	21.2	21.6	18.2	12.4	2.6	4.9
Suisse	1974	-3.2	6.4	11.7	5.0	13.5	16.7	29.7	26.5	15.4	14.0	7.1	3.3
Suisse	1975	4.8	0.8	6.3	5.6	11.9	20.4	25.4	25.7	15.6	12.9	4.9	-4.3
Suisse	1976	-2.0	-1.2	7.0	13.6	11.4	24.9	28.5	28.0	14.2	6.8	9.5	-0.4
Suisse	1977	0.7	2.8	6.5	9.2	10.4	24.4	28.9	21.8	10.6	6.6	8.7	0.1
Suisse	1978	-1.9	1.6	5.3	13.1	10.8	22.3	20.5	18.9	16.6	12.9	2.8	1.6
Suisse	1979	2.6	6.0	3.0	11.4	14.9	16.6	29.1	23.5	13.8	7.3	3.9	-0.4
Suisse	1980	-4.2	3.6	2.3	9.2	14.6	21.1	21.2	28.3	19.5	9.0	4.9	-0.5
Suisse	1981	3.2	4.3	8.0	14.2	14.9	18.1	18.5	20.5	19.5	14.1	6.5	-3.5
Suisse	1982	4.2	-0.1	3.4	14.5	19.9	21.8	27.2	18.9	12.9	9.1	5.4	-2.7
Suisse	1983	4.0	2.6	11.4	7.7	18.4	15.0	28.8	19.6	19.3	14.4	10.0	-0.5
Suisse	1984	0.5	1.9	11.6	14.3	17.6	15.3	26.3	28.4	13.1	13.7	9.3	-4.8
Suisse	1985	3.1	4.9	10.8	10.4	15.3	21.5	21.5	20.6	11.7	6.5	1.3	-2.8
Suisse	1986	0.2	6.4	6.8	12.1	10.6	21.3	20.9	21.2	18.3	11.4	9.7	0.5
Suisse	1987	-2.3	-1.9	5.3	14.2	12.9	17.0	23.8	19.4	16.8	6.5	7.3	2.6
Suisse	1988	-2.0	4.8	4.5	14.5	11.2	20.4	26.6	25.4	16.0	9.0	1.4	2.7
Suisse	1989	4.6	6.0	2.5	13.5	18.3	20.3	22.9	29.6	10.4	13.4	8.4	-2.9
Suisse	1990	3.2	6.2	9.7	10.7	11.7	16.0	20.5	28.0	13.5	6.5	9.4	-3.8
Suisse	1991	-0.0	-2.3	5.8	9.8	12.5	17.5	29.9	27.8	15.1	10.2	0.6	-1.1
Suisse	1992	-3.4	-2.4	6.3	13.6	19.6	16.6	25.1	28.5	12.2	13.6	4.5	-3.3
Suisse	1993	3.0	0.4	10.5	14.3	18.3	16.3	25.9	21.0	18.5	14.2	9.8	-0.9
Suisse	1994	-4.2	1.3	7.6	5.8	10.7	20.4	18.1	18.8	11.9	7.4	6.9	-3.6
Suisse	1995	0.1	4.9	10.1	8.4	11.0	20.7	24.8	23.9	14.0	8.0	4.3	-4.4
Suisse	1996	0.9	4.8	6.5	7.3	13.8	20.2	22.9	20.2	18.4	14.6	6.4	-4.0
Suisse	1997	0.6	2.1	8.7	13.4	10.1	21.6	22.3	27.8	17.0	14.0	2.9	-0.4
Suisse	1998	-3.6	6.0	9.8	7.6	12.9	19.6	23.2	18.2	14.9	6.1	9.9	3.0
Suisse	1999	-1.8	6.2	3.3	13.2	14.8	16.3	28.7	27.0	17.0	13.2	0.3	0.5
Suisse	2000	1.7	6.6	10.7	11.1	12.3	18.0	29.2	21.3	16.1	12.7	8.7	-2.2
Suisse	2001	3.6	0.8	8.5	10.1	16.7	18.6	20.8	24.9	12.6	13.2	3.7	-1.3
Suisse	2002	1.2	0.9	6.5	7.9	17.4	16.4	19.8	23.9	18.5	6.7	3.0	-4.8
Suisse	2003	3.9	-0.3	7.6	6.2	14.5	19.6	29.6	28.6	16.6	6.5	0.1	-3.5
Suisse	2004	2.4	6.8	6.0	6.6	17.3	23.5	23.1	29.7	12.3	6.7	3.0	-1.5
Suisse	2005	0.9	6.2	8.3	11.6	17.9	23.5	27.1	29.9	15.1	11.4	8.6	2.3
Suisse	2006	1.7	5.6	3.2	8.3	14.7	23.7	20.2	18.2	18.4	10.8	2.7	-0.3
Suisse	2007	4.7	3.6	8.4	5.3	18.1	18.8	19.3	24.2	19.1	8.1	2.3	-4.6
Suisse	2008	-3.5	-2.5	5.2	9.9	19.6	15.6	27.2	25.8	13.9	5.8	3.2	3.4
Suisse	2009	2.0	3.2	5.1	14.5	12.1	15.3	21.8	18.8	19.6	9.4	8.1	-3.3
Suisse	2010	4.3	2.6	4.8	13.7	10.4	19.9	22.1	19.7	12.2	13.3	0.5	-1.7
Suisse	2011	3.5	5.1	7.0	13.1	18.6	15.7	27.0	24.4	12.1	14.9	1.5	2.4
Suisse	2012	-4.6	4.8	9.9	10.2	17.1	22.5	26.9	25.3	15.7	11.3	3.5	-0.7
Suisse	2013	0.9	3.5	5.8	9.3	19.0	17.6	22.3	28.8	15.6	7.5	1.3	-4.8
Suisse	2014	5.0	3.0	8.3	8.0	14.6	16.8	27.4	27.7	18.7	7.5	4.9	2.9
Suisse	2015	2.8	2.4	5.5	7.5	14.6	24.8	19.2	21.4	11.6	7.5	0.5	4.1
Suisse	2016	-1.5	5.9	11.8	14.1	19.2	19.4	23.9	20.2	15.4	8.9	3.0	-1.2
Suisse	2017	1.3	0.8	3.8	11.1	15.8	16.6	29.3	21.4	18.7	13.0	4.6	-4.6
Suisse	2018	4.8	-2.0	3.0	10.5	16.2	20.4	26.5	24.2	18.3	12.9	8.4	3.2
Suisse	2019	4.9	-2.3	8.4	10.7	18.1	21.8	29.3	19.7	12.8	11.0	9.8	3.8
Suisse	2020	-2.7	-2.2	11.7	12.7	18.9	16.2	27.6	28.4	12.0	14.0	1.1	0.4
Autriche	1950	-2.0	4.6	6.4	12.2	17.7	21.4	23.0	19.1	12.2	7.9	7.3	3.6
Autriche	1951	-2.6	-2.5	4.6	10.2	19.6	16.6	21.5	19.0	19.0	7.0	3.5	0.7
Autriche	1952	-1.3	2.2	9.9	5.6	11.1	19.1	29.7	23.4	10.4	13.9	6.0	2.2
Autriche	1953	1.9	1.6	6.4	7.8	13.0	20.4	30.0	21.9	18.1	9.3	2.0	-1.3
Autriche	1954	1.8	3.1	2.8	11.7	11.2	17.5	27.6	22.9	12.9	7.0	4.8	-0.8
Autriche	1955	1.0	0.9	6.7	13.0	17.0	15.8	26.4	29.3	15.5	14.2	7.4	-2.7
Autriche	1956	-1.3	-1.9	7.1	14.5	16.3	19.8	28.7	21.4	15.1	5.6	9.2	-0.9
Autriche	1957	-1.6	6.8	3.9	8.7	13.5	16.7	26.7	28.1	14.2	11.9	4.0	0.2
Autriche	1958	-3.9	5.9	4.9	12.7	14.6	20.7	22.5	26.9	19.3	14.2	4.6	2.6
Autriche	1959	-1.2	3.3	9.9	5.5	14.6	18.0	27.0	24.0	16.3	13.1	5.8	-1.7
Autriche	1960	-3.2	-0.4	5.9	13.7	12.8	18.6	22.5	24.7	14.1	10.3	5.2	-0.4
Autriche	1961	0.3	2.7	10.1	10.4	12.2	22.3	27.4	20.0	12.2	12.4	3.3	2.9
Autriche	1962	0.9	2.9	7.0	10.3	19.2	24.8	23.1	24.0	17.1	14.9	0.1	-1.6
Autriche	1963	-1.3	-1.4	3.3	8.9	18.8	21.8	26.5	19.1	10.8	6.4	4.9	-5.0
Autriche	1964	-3.2	2.8	4.5	6.3	14.2	16.1	24.0	28.7	17.4	5.6	7.2	-4.6
Autriche	1965	1.5	-0.4	8.5	8.8	12.8	18.2	19.8	24.1	15.0	9.8	6.9	0.2
Autriche	1966	4.9	-1.1	10.6	8.1	14.7	20.0	18.3	24.6	15.6	9.1	6.2	0.5
Autriche	1967	-1.9	2.5	7.1	14.6	14.8	22.2	29.2	21.1	18.5	8.4	9.8	1.0
Autriche	1968	0.3	3.5	8.7	9.4	19.7	19.9	20.1	22.8	17.2	13.2	1.4	4.6
Autriche	1969	2.6	5.0	10.7	11.6	15.4	18.6	19.9	24.8	18.9	8.8	0.4	2.6
Autriche	1970	3.9	6.1	8.3	8.9	12.2	19.1	19.6	23.1	12.9	11.6	5.1	-2.2
Autriche	1971	-4.5	0.6	4.1	10.7	17.9	17.3	23.6	24.0	10.4	14.7	5.8	-1.2
Autriche	1972	-3.7	6.8	10.8	13.6	12.5	20.7	19.3	18.4	13.3	13.5	2.4	3.2
Autriche	1973	2.9	5.0	3.8	13.2	16.8	23.4	22.0	19.8	11.3	12.5	8.3	-1.5
Autriche	1974	-3.3	-1.5	11.7	10.2	13.5	23.7	25.7	28.5	14.5	9.8	2.3	-0.4
Autriche	1975	3.4	-1.5	2.9	13.8	19.6	18.8	25.7	24.0	19.6	8.9	5.3	-1.5
Autriche	1976	-2.1	5.6	4.5	7.8	11.1	15.7	18.9	24.1	12.2	11.9	6.4	-3.7
Autriche	1977	2.0	5.8	9.7	10.5	19.2	17.0	26.5	21.7	17.6	11.1	8.3	1.6
Autriche	1978	2.8	0.4	3.1	8.2	14.1	22.1	28.6	27.8	17.7	9.5	6.6	1.7
Autriche	1979	4.3	1.1	3.6	11.1	12.4	24.9	29.5	20.6	11.7	13.6	6.6	-4.6
Autriche	1980	-2.9	1.0	2.7	14.5	19.3	20.2	19.9	20.9	19.1	5.4	2.3	-2.4
Autriche	1981	-1.2	-0.4	6.5	8.3	12.1	24.8	19.0	23.0	11.1	8.8	6.9	-1.0
Autriche	1982	0.5	2.0	2.5	8.6	15.4	22.5	21.2	29.7	16.2	12.9	8.9	-3.6
Autriche	1983	3.8	1.7	5.3	7.5	12.2	20.4	29.8	25.4	16.1	13.7	8.0	2.9
Autriche	1984	-3.8	1.4	3.3	10.4	14.3	24.1	20.6	21.3	12.1	14.3	2.3	3.8
Autriche	1985	4.0	-2.5	10.6	8.8	15.5	18.8	26.9	24.6	13.8	7.3	3.3	0.7
Autriche	1986	-1.6	-0.6	5.2	11.9	11.6	19.8	28.4	19.4	11.0	10.0	4.8	0.0
Autriche	1987	-2.7	0.8	9.9	5.6	18.6	22.0	22.8	23.4	19.7	14.8	2.5	-1.7
Autriche	1988	-3.5	5.4	9.1	6.0	11.4	23.9	22.4	29.6	12.5	13.1	0.2	3.1
Autriche	1989	4.5	6.2	7.3	14.5	17.1	24.1	24.0	22.6	17.1	10.4	5.8	2.3
Autriche	1990	-1.2	3.4	2.3	10.1	10.2	20.8	18.0	24.4	14.8	9.4	8.1	2.8
Autriche	1991	-0.3	5.8	4.2	9.7	10.5	17.6	23.0	27.3	19.8	7.7	6.1	-2.5
Autriche	1992	-2.7	4.5	7.3	13.0	11.4	18.7	24.1	21.1	13.0	7.2	6.0	-1.9
Autriche	1993	0.1	-1.6	3.7	13.2	13.2	18.0	22.6	27.3	18.6	9.4	0.8	-2.8
Autriche	1994	-4.9	1.9	8.8	9.3	17.3	21.1	21.4	27.2	19.0	7.6	6.4	0.1
Autriche	1995	3.8	-0.7	5.3	5.8	19.4	15.4	26.8	27.9	16.8	8.0	8.7	0.9
Autriche	1996	-0.4	-1.2	5.7	9.2	10.0	24.2	18.9	21.6	17.6	11.8	4.4	2.1
Autriche	1997	4.0	-1.8	6.9	10.7	15.5	15.7	28.5	20.6	13.1	5.6	3.2	3.2
Autriche	1998	0.3	-2.4	7.2	12.5	15.3	24.3	28.4	26.6	19.8	5.1	6.7	-0.3
Autriche	1999	0.5	-2.7	5.9	11.1	18.8	15.4	19.1	28.8	12.0	7.7	8.0	3.2
Autriche	2000	-0.7	-2.8	6.1	14.7	11.5	16.5	28.9	20.4	17.1	5.3	3.5	0.0
Autriche	2001	-0.3	-2.6	6.0	9.0	19.0	16.6	22.9	18.5	17.6	6.9	7.0	-2.3
Autriche	2002	-3.9	5.6	11.9	5.9	17.3	15.2	28.1	25.5	19.8	12.9	6.3	0.1
Autriche	2003	2.3	0.9	3.8	14.2	19.3	21.4	26.3	26.7	10.4	6.1	1.5	2.5
Autriche	2004	-3.2	-2.1	5.0	14.1	11.1	19.8	21.7	18.6	14.1	8.9	9.5	1.1
Autriche	2005	1.4	3.5	9.6	8.4	13.6	18.2	26.4	28.5	19.2	13.8	8.5	0.6
Autriche	2006	2.9	-0.1	5.4	10.3	17.8	21.0	26.0	29.9	15.5	7.5	1.7	-2.6
Autriche	2007	-4.1	-1.4	7.0	14.0	12.8	21.8	19.2	21.0	14.3	14.8	6.9	2.4
Autriche	2008	-2.8	1.0	5.2	8.7	10.3	22.5	29.2	22.3	18.1	9.9	7.7	-0.2
Autriche	2009	4.1	4.8	4.8	5.5	11.3	23.1	24.2	25.7	19.1	13.8	6.8	-3.7
Autriche	2010	3.0	-2.3	3.5	14.9	14.8	19.6	24.2	29.3	10.9	14.9	7.0	2.1
Autriche	2011	1.2	2.9	4.1	13.9	11.4	20.3	21.5	25.1	17.4	14.2	7.6	4.1
Autriche	2012	3.3	2.0	5.5	7.5	13.5	15.4	18.9	27.9	14.9	10.3	9.8	4.1
Autriche	2013	-0.8	1.0	7.3	6.6	16.8	24.0	22.4	19.0	19.6	11.1	6.4	-3.9
Autriche	2014	-0.2	3.6	8.5	6.6	17.3	21.4	24.0	25.4	11.6	9.7	7.9	5.0
Autriche	2015	-3.7	4.2	12.0	7.8	12.3	17.3	27.8	28.4	16.8	10.3	8.8	-3.6
Autriche	2016	-3.9	0.2	11.5	10.0	14.2	20.9	20.6	21.1	10.9	13.1	4.2	-0.2
Autriche	2017	1.2	3.6	11.2	8.0	17.0	20.3	19.5	20.5	10.3	13.3	9.2	3.6
Autriche	2018	4.3	0.6	6.4	14.1	11.3	16.7	26.4	19.8	10.1	12.8	4.7	-0.7
Autriche	2019	-1.0	2.9	4.7	6.2	11.1	19.1	30.0	22.1	12.3	6.8	5.0	0.7
Autriche	2020	1.3	5.9	3.6	11.3	18.7	16.4	19.6	20.6	19.4	8.6	0.7	0.5
Suède	1950	2.0	3.2	11.5	8.7	12.6	24.5	21.5	25.8	12.1	7.0	1.0	-3.7
Suède	1951	1.1	-3.0	2.8	10.7	18.6	20.4	21.2	25.6	13.5	5.8	4.4	-3.9
Suède	1952	4.5	5.5	5.2	7.0	14.2	18.5	25.1	20.8	13.0	13.8	5.8	-1.6
Suède	1953	-0.2	5.9	4.6	13.4	12.3	21.9	24.8	26.4	17.1	13.5	4.3	0.0
Suède	1954	2.3	4.3	7.7	9.0	13.3	24.0	26.1	27.9	14.1	8.5	5.5	0.6
Suède	1955	-2.2	6.6	4.1	13.8	11.0	19.1	22.6	26.5	19.4	7.6	8.2	-0.5
Suède	1956	0.9	4.4	3.4	8.0	17.5	16.5	30.0	24.7	19.0	7.9	8.9	-1.1
Suède	1957	2.8	0.9	10.3	14.1	12.5	16.6	26.9	28.3	18.2	10.5	9.6	0.3
Suède	1958	-3.5	-1.3	4.4	6.1	18.4	23.3	23.5	25.1	11.0	10.0	0.3	4.8
Suède	1959	4.8	6.0	4.9	10.6	12.4	17.9	28.9	23.6	16.6	8.4	8.9	-1.7
Suède	1960	-4.1	-0.1	8.6	5.8	10.7	19.4	29.5	29.1	12.2	14.0	6.3	0.4
Suède	1961	1.1	-1.4	6.3	11.1	12.8	17.8	29.1	24.9	18.4	5.4	7.4	-1.0
Suède	1962	3.1	6.1	6.5	6.3	17.1	22.7	25.9	19.5	19.3	14.5	4.3	0.7
Suède	1963	-4.5	3.8	7.5	13.7	17.5	21.0	27.7	27.5	16.6	9.4	3.6	0.2
Suède	1964	0.7	1.5	6.5	14.2	19.9	19.3	18.6	25.0	13.6	13.1	8.2	-1.5
Suède	1965	0.6	4.8	9.9	15.0	18.8	20.2	28.3	28.5	18.5	5.5	9.2	1.8
Suède	1966	-4.3	-2.4	4.7	5.3	10.4	21.8	22.1	27.4	15.5	7.5	3.5	3.1
Suède	1967	-1.5	-3.0	4.8	12.0	18.6	23.4	26.8	23.5	18.2	11.2	1.5	-2.0
